Island,Dive_ID,Local_Date,Dive_Number,Segment,Segment_ID,StartTime,EndTime,BenthicTemperatureMean,BenthicTemperatureStdDev,BenthicDepthMean,BenthicDepthStdDev,ComputedLength,CentroidLat,CentroidLon,Mean_Total_Live_Coral,Mean_Pale,Mean_Bleached,Mean_Pale_Bleached_Sum,Data_Source
MAI,201511101,11/10/2015,1,5,20151110105,11/10/2015 9:05:00,11/10/2015 9:10:00,27.29624098,0.023084559,-7.52157377,1.748023328,237.3,20.59821597,-156.4376197,12.5,5,3,8,1
MAI,201511101,11/10/2015,1,4,20151110104,11/10/2015 9:00:00,11/10/2015 9:05:00,27.28205082,0.010223063,-5.866,1.132408662,298.1,20.60016259,-156.4382275,25,3,3,6,1
MAI,201511101,11/10/2015,1,3,20151110103,11/10/2015 8:55:00,11/10/2015 9:00:00,27.13423279,0.060130649,-6.766229508,1.584975403,244.95,20.60250458,-156.4380731,12.5,3,3,6,1
MAI,201511101,11/10/2015,1,2,20151110102,11/10/2015 8:50:00,11/10/2015 8:55:00,27.2232918,0.031969136,-8.320901639,1.705978847,207.97,20.60353113,-156.4395768,10,5.5,3,8.5,1
MAI,201511101,11/10/2015,1,1,20151110101,11/10/2015 8:45:00,11/10/2015 8:50:00,27.26511148,0.041430246,-6.528885246,4.040984477,295.48,20.60398025,-156.4417096,5,4,3,7,1
MAI,201511102,11/10/2015,2,5,20151110205,11/10/2015 10:59:00,11/10/2015 11:04:00,27.39482667,0.010370774,-7.21095,2.321017179,207.78,20.61528606,-156.438887,42.5,3,4,7,1
MAI,201511102,11/10/2015,2,4,20151110204,11/10/2015 10:54:00,11/10/2015 10:59:00,27.3047082,0.070818719,-4.464737705,0.465840925,237.31,20.61721445,-156.4386912,32.5,5,2,7,1
MAI,201511102,11/10/2015,2,3,20151110203,11/10/2015 10:49:00,11/10/2015 10:54:00,27.26120492,0.034886337,-4.416508197,0.361053314,233.57,20.61891219,-156.4398122,37.5,7.5,5,12.5,1
MAI,201511102,11/10/2015,2,2,20151110202,11/10/2015 10:44:00,11/10/2015 10:49:00,27.24805902,0.02178805,-3.967491803,1.055015059,243.17,20.62066836,-156.4408229,27.5,5,4,9,1
MAI,201511102,11/10/2015,2,1,20151110201,11/10/2015 10:39:00,11/10/2015 10:44:00,27.23250984,0.027269221,-4.64604918,0.521103823,235.62,20.62249651,-156.441507,15,5,4,9,1
MAI,201511104,11/10/2015,4,10,20151110410,11/10/2015 13:54:00,11/10/2015 13:59:00,27.79221833,0.045626175,-3.4922,0.627802591,205.31,20.72706982,-156.4541442,9,30,15,45,1
MAI,201511104,11/10/2015,4,9,20151110409,11/10/2015 13:49:00,11/10/2015 13:54:00,27.82261311,0.059053403,-2.685262295,0.520986577,201.22,20.72798015,-156.4557119,20,20,15,35,1
MAI,201511104,11/10/2015,4,8,20151110408,11/10/2015 13:44:00,11/10/2015 13:49:00,27.94596721,0.109907793,-2.589459016,0.928002448,191.31,20.72918935,-156.4570041,10,27.5,20,47.5,1
MAI,201511104,11/10/2015,4,7,20151110407,11/10/2015 13:39:00,11/10/2015 13:44:00,27.87022623,0.099336141,-2.862114754,0.651231799,194.3,20.73054129,-156.4580662,22.5,20,22.5,42.5,1
LAN,201511084,11/8/2015,4,1,20151108401,11/8/2015 14:48:00,11/8/2015 14:53:00,27.44743443,0.070928509,-9.200459016,3.129627012,261.85,20.73108755,-156.9595403,32.5,25,12.5,37.5,1
MAI,201511104,11/10/2015,4,6,20151110406,11/10/2015 13:34:00,11/10/2015 13:39:00,27.8566459,0.114416683,-1.918704918,0.678884194,201.83,20.73216298,-156.4586976,22.5,20,25,45,1
LAN,201511084,11/8/2015,4,2,20151108402,11/8/2015 14:53:00,11/8/2015 14:58:00,27.39934262,0.014907523,-9.756409836,2.46249637,256.46,20.73220208,-156.957466,22.5,20,15,35,1
LAN,201511084,11/8/2015,4,3,20151108403,11/8/2015 14:58:00,11/8/2015 15:03:00,27.43209344,0.019143872,-7.384803279,1.554809965,265.1,20.73249862,-156.9551783,27.5,15,15,30,1
LAN,201511084,11/8/2015,4,4,20151108404,11/8/2015 15:03:00,11/8/2015 15:08:00,27.50578197,0.060883144,-8.342081967,2.030359996,232.86,20.73327973,-156.9529876,22.5,20,20,40,1
LAN,201511084,11/8/2015,4,5,20151108405,11/8/2015 15:08:00,11/8/2015 15:13:00,27.50122459,0.083554905,-9.778819672,1.331615825,242.04,20.73331565,-156.95086,22.5,17.5,17.5,35,1
LAN,201511083,11/8/2015,3,10,20151108310,11/8/2015 13:40:00,11/8/2015 13:45:00,27.56141167,0.031352449,-5.67255,0.915066654,271.35,20.73372268,-156.9348437,15,12.5,40,52.5,1
MAI,201511104,11/10/2015,4,5,20151110405,11/10/2015 13:29:00,11/10/2015 13:34:00,27.76217705,0.040940386,-1.736901639,0.320213489,208.99,20.73386052,-156.4592921,20,32.5,15,47.5,1
LAN,201511084,11/8/2015,4,6,20151108406,11/8/2015 15:13:00,11/8/2015 15:18:00,27.40432787,0.09535242,-10.15055738,1.624682612,228.49,20.73409835,-156.9488779,32.5,20,10,30,1
LAN,201511083,11/8/2015,3,1,20151108301,11/8/2015 12:55:00,11/8/2015 13:00:00,27.44595738,0.017954829,-6.220606557,1.756509834,220.61,20.73414858,-156.9495357,40,15,15,30,1
LAN,201511084,11/8/2015,4,10,20151108410,11/8/2015 15:33:00,11/8/2015 15:38:00,27.46007667,0.087751833,-7.982233333,2.05539501,213.4,20.73427873,-156.9406868,25,22.5,15,37.5,1
LAN,201511083,11/8/2015,3,9,20151108309,11/8/2015 13:35:00,11/8/2015 13:40:00,27.49742459,0.039777779,-8.264491803,2.341170932,235.77,20.73431012,-156.9366158,10,22.5,25,47.5,1
LAN,201511084,11/8/2015,4,7,20151108407,11/8/2015 15:18:00,11/8/2015 15:23:00,27.34682131,0.07909842,-9.309540984,1.54349933,230.35,20.7343479,-156.946698,25,22.5,12.5,35,1
LAN,201511082,11/8/2015,2,1,20151108201,11/8/2015 11:08:00,11/8/2015 11:13:00,27.41512295,0.021732369,-6.527754098,1.231233816,234.94,20.73444196,-156.9213834,32.5,20,12.5,32.5,1
LAN,201511084,11/8/2015,4,9,20151108409,11/8/2015 15:28:00,11/8/2015 15:33:00,27.31558361,0.086539111,-10.17954098,1.307731807,214.46,20.73448048,-156.9425901,25,25,20,45,1
LAN,201511083,11/8/2015,3,2,20151108302,11/8/2015 13:00:00,11/8/2015 13:05:00,27.4344459,0.027611649,-6.703344262,1.726685443,223.62,20.73451471,-156.9476549,50,20,15,35,1
LAN,201511083,11/8/2015,3,6,20151108306,11/8/2015 13:20:00,11/8/2015 13:25:00,27.5463082,0.033808769,-6.518278689,0.884550365,305.45,20.73454053,-156.9410477,7.5,12.5,55,67.5,1
LAN,201511083,11/8/2015,3,5,20151108305,11/8/2015 13:15:00,11/8/2015 13:20:00,27.49452459,0.018076447,-7.620163934,1.271682933,240.74,20.73456837,-156.9427591,10,20,15,35,1
LAN,201511084,11/8/2015,4,8,20151108408,11/8/2015 15:23:00,11/8/2015 15:28:00,27.39890328,0.082147191,-8.43552459,1.851317551,224.84,20.73462425,-156.9446562,22.5,25,10,35,1
LAN,201511083,11/8/2015,3,4,20151108304,11/8/2015 13:10:00,11/8/2015 13:15:00,27.48135246,0.013105506,-6.225901639,1.141571662,254.67,20.73470331,-156.9445316,10,25,17.5,42.5,1
LAN,201511083,11/8/2015,3,7,20151108307,11/8/2015 13:25:00,11/8/2015 13:30:00,27.50093443,0.033266933,-8.596245902,0.794550221,226.08,20.73473204,-156.9393176,22.5,22.5,22.5,45,1
LAN,201511083,11/8/2015,3,3,20151108303,11/8/2015 13:05:00,11/8/2015 13:10:00,27.48101639,0.013379029,-8.831065574,0.864329208,253.3,20.73493709,-156.9461511,27.5,15,15,30,1
LAN,201511083,11/8/2015,3,8,20151108308,11/8/2015 13:30:00,11/8/2015 13:35:00,27.52381639,0.027093283,-8.429114754,0.586260673,221.9,20.73526101,-156.9375937,5,17.5,20,37.5,1
MAI,201511104,11/10/2015,4,4,20151110404,11/10/2015 13:24:00,11/10/2015 13:29:00,27.70230656,0.115222086,-1.875,0.367978528,201.29,20.73539758,-156.4599677,25,32.5,15,47.5,1
LAN,201511082,11/8/2015,2,8,20151108208,11/8/2015 11:43:00,11/8/2015 11:48:00,27.42350984,0.009070267,-8.042147541,1.771091114,183.38,20.73554791,-156.9117139,17.5,15,25,40,1
LAN,201511082,11/8/2015,2,2,20151108202,11/8/2015 11:13:00,11/8/2015 11:18:00,27.42418361,0.012628684,-7.77547541,0.51413673,203.58,20.73580131,-156.9203549,42.5,20,17.5,37.5,1
LAN,201511082,11/8/2015,2,10,20151108210,11/8/2015 11:53:00,11/8/2015 11:58:00,27.45234,0.007573753,-6.259066667,0.910163408,237.86,20.7358349,-156.9090598,15,20,35,55,1
LAN,201511082,11/8/2015,2,7,20151108207,11/8/2015 11:38:00,11/8/2015 11:43:00,27.42742787,0.0117824,-7.03095082,1.398662633,168.06,20.73609644,-156.9123956,22.5,20,22.5,42.5,1
LAN,201511082,11/8/2015,2,9,20151108209,11/8/2015 11:48:00,11/8/2015 11:53:00,27.43759836,0.010738402,-6.954672131,1.072886114,221.37,20.73612625,-156.9107364,25,17.5,22.5,40,1
LAN,201511082,11/8/2015,2,6,20151108206,11/8/2015 11:33:00,11/8/2015 11:38:00,27.41787377,0.006852375,-8.059213115,1.349686231,206.07,20.7363057,-156.9134998,17.5,15,27.5,42.5,1
LAN,201511082,11/8/2015,2,3,20151108203,11/8/2015 11:18:00,11/8/2015 11:23:00,27.43789016,0.006377823,-7.795196721,0.738541758,196.26,20.73667412,-156.9187625,15,30,40,70,1
LAN,201511082,11/8/2015,2,5,20151108205,11/8/2015 11:28:00,11/8/2015 11:33:00,27.43282951,0.007317156,-7.93442623,0.421861428,203.06,20.73667723,-156.9152258,17.5,15,27.5,42.5,1
LAN,201511082,11/8/2015,2,4,20151108204,11/8/2015 11:23:00,11/8/2015 11:28:00,27.44708197,0.008120456,-6.30904918,0.893816269,193.28,20.73688642,-156.9170703,17.5,20,35,55,1
MAI,201511104,11/10/2015,4,3,20151110403,11/10/2015 13:19:00,11/10/2015 13:24:00,27.58328852,0.09372067,-1.916803279,0.380078716,213.45,20.7371706,-156.4598458,22.5,32.5,20,52.5,1
MAI,201511104,11/10/2015,4,2,20151110402,11/10/2015 13:14:00,11/10/2015 13:19:00,27.65051311,0.040704922,-1.692983607,0.32652344,197.21,20.73891349,-156.4594391,22.5,30,17.5,47.5,1
MAI,201511104,11/10/2015,4,1,20151110401,11/10/2015 13:09:00,11/10/2015 13:14:00,27.63495902,0.047551389,-2.179360656,0.428930964,187.75,20.74053642,-156.4597465,15,40,15,55,1
LAN,201511081,11/8/2015,1,1,20151108101,11/8/2015 9:29:00,11/8/2015 9:34:00,27.48713115,0.020926746,-7.939721311,0.636743563,209.81,20.7448531,-156.8731873,0,0,0,0,1
MAI,201511103,11/10/2015,3,4,20151110304,11/10/2015 12:45:00,11/10/2015 12:49:00,27.60407333,0.014934299,-3.967916667,0.317628887,193.11,20.74510435,-156.4613597,0.1,0,60,60,1
LAN,201511081,11/8/2015,1,2,20151108102,11/8/2015 9:34:00,11/8/2015 9:39:00,27.52513115,0.010070612,-8.321918033,1.081470088,204.76,20.74578858,-156.8715041,2,30,15,45,1
MAI,201511103,11/10/2015,3,3,20151110303,11/10/2015 12:40:00,11/10/2015 12:45:00,27.57539508,0.00922556,-6.278442623,0.829060668,196.61,20.74642396,-156.4625037,0,0,0,0,1
LAN,201511081,11/8/2015,1,3,20151108103,11/8/2015 9:39:00,11/8/2015 9:44:00,27.5027459,0.020974345,-6.58104918,0.560202581,211,20.7468717,-156.8699493,62.5,30,10,40,1
MAI,201511103,11/10/2015,3,2,20151110302,11/10/2015 12:35:00,11/10/2015 12:40:00,27.58501803,0.013651824,-7.177147541,0.308382817,202.93,20.74778,-156.4632845,0.1,7.5,7.5,15,1
LAN,201511081,11/8/2015,1,4,20151108104,11/8/2015 9:44:00,11/8/2015 9:49:00,27.49438197,0.014708518,-7.75247541,0.495624547,212.48,20.74812757,-156.8684601,70,22.5,12.5,35,1
LAN,201511081,11/8/2015,1,5,20151108105,11/8/2015 9:49:00,11/8/2015 9:54:00,27.50069836,0.012329061,-7.673590164,0.40075185,190.16,20.74935895,-156.8670686,55,22.5,10,32.5,1
MAI,201511103,11/10/2015,3,1,20151110301,11/10/2015 12:30:00,11/10/2015 12:35:00,27.59534754,0.004654932,-6.614098361,0.778737539,181.74,20.74943018,-156.4637661,52.5,20,12.5,32.5,1
LAN,201511081,11/8/2015,1,6,20151108106,11/8/2015 9:54:00,11/8/2015 9:59:00,27.5157377,0.016915975,-7.34704918,0.357964163,168.45,20.75043034,-156.8658043,35,15,22.5,37.5,1
LAN,201511081,11/8/2015,1,7,20151108107,11/8/2015 9:59:00,11/8/2015 10:04:00,27.51688852,0.026446674,-7.993163934,0.892982279,154.8,20.75092802,-156.8643726,0.1,0,70,70,1
LAN,201511081,11/8/2015,1,8,20151108108,11/8/2015 10:04:00,11/8/2015 10:09:00,27.5403918,0.009070476,-8.367344262,0.368880579,169.32,20.75159418,-156.8630864,0,0,0,0,1
LAN,201511081,11/8/2015,1,9,20151108109,11/8/2015 10:09:00,11/8/2015 10:14:00,27.53969672,0.01792851,-6.53604918,0.839844022,191.24,20.75238686,-156.8616217,0.6,15,45,60,1
LAN,201511081,11/8/2015,1,10,20151108110,11/8/2015 10:14:00,11/8/2015 10:19:00,27.53859833,0.041582647,-6.680616667,0.638099968,149.9,20.75280992,-156.8601057,0.6,20,30,50,1
LAN,201511044,11/4/2015,4,1,20151104401,11/4/2015 15:15:00,11/4/2015 15:20:00,27.97107541,0.066532023,-6.77047541,1.426455387,254.73,20.75929541,-156.8373705,32.5,5,22.5,27.5,1
LAN,201511044,11/4/2015,4,2,20151104402,11/4/2015 15:20:00,11/4/2015 15:25:00,28.03489508,0.055261152,-7.749180328,1.645951372,223.29,20.75995105,-156.8353447,35,27.5,5,32.5,1
LAN,201511044,11/4/2015,4,3,20151104403,11/4/2015 15:25:00,11/4/2015 15:30:00,28.00407541,0.038829103,-9.118590164,1.351275759,208.61,20.76121486,-156.833889,30,10,15,25,1
LAN,201511044,11/4/2015,4,4,20151104404,11/4/2015 15:30:00,11/4/2015 15:35:00,27.97273934,0.005198243,-8.33695082,0.618828042,237.63,20.76275266,-156.8326005,25,22.5,5,27.5,1
LAN,201511044,11/4/2015,4,5,20151104405,11/4/2015 15:35:00,11/4/2015 15:40:00,27.9706623,0.00834573,-9.213262295,1.32759557,224.92,20.76398858,-156.831091,22.5,5,22.5,27.5,1
LAN,201511044,11/4/2015,4,6,20151104406,11/4/2015 15:40:00,11/4/2015 15:45:00,27.98103279,0.019225629,-8.094114754,0.747408509,208.09,20.76516068,-156.8295967,45,12.5,20,32.5,1
LAN,201511044,11/4/2015,4,7,20151104407,11/4/2015 15:45:00,11/4/2015 15:50:00,27.94324098,0.00538006,-8.460032787,0.824204693,197.93,20.76638008,-156.8282997,40,7.5,10,17.5,1
LAN,201511043,11/4/2015,3,1,20151104301,11/4/2015 12:52:00,11/4/2015 12:57:00,28.02440164,0.005320252,-6.520721311,0.739946833,193.41,20.76719438,-156.827915,72.5,6.5,11.5,18,1
LAN,201511044,11/4/2015,4,8,20151104408,11/4/2015 15:50:00,11/4/2015 15:55:00,27.94286393,0.01740456,-8.598803279,0.787637197,206.11,20.76774318,-156.8272878,42.5,7.5,5,12.5,1
LAN,201511043,11/4/2015,3,2,20151104302,11/4/2015 12:57:00,11/4/2015 13:02:00,28.00695738,0.004613468,-7.334836066,0.482240678,197.11,20.76861962,-156.826998,42.5,4,8,12,1
LAN,201511044,11/4/2015,4,9,20151104409,11/4/2015 15:55:00,11/4/2015 16:00:00,27.9538623,0.012391287,-9.132983607,1.271661821,218.02,20.76942917,-156.8264829,40,5,7.5,12.5,1
LAN,201511043,11/4/2015,3,3,20151104303,11/4/2015 13:02:00,11/4/2015 13:07:00,28.00533607,0.019716707,-7.940918033,0.588449541,210.65,20.77033638,-156.8263871,47.5,7.5,12.5,20,1
LAN,201511044,11/4/2015,4,10,20151104410,11/4/2015 16:00:00,11/4/2015 16:05:00,27.93671667,0.01107094,-8.266066667,0.768481378,225.26,20.77125034,-156.8259024,27.5,7.5,7.5,15,1
LAN,201511043,11/4/2015,3,4,20151104304,11/4/2015 13:07:00,11/4/2015 13:12:00,28.00433607,0.008532369,-8.078,0.520129334,208.34,20.77202562,-156.82557,37.5,15,17.5,32.5,1
LAN,201511043,11/4/2015,3,5,20151104305,11/4/2015 13:12:00,11/4/2015 13:17:00,27.99836393,0.006018361,-7.910344262,0.365879801,202.42,20.77360023,-156.8245988,52.5,12.5,10,22.5,1
LAN,201511043,11/4/2015,3,6,20151104306,11/4/2015 13:17:00,11/4/2015 13:22:00,27.99386066,0.009054394,-7.641032787,1.240520052,211.17,20.77518997,-156.8237244,45,25,7.5,32.5,1
LAN,201511043,11/4/2015,3,7,20151104307,11/4/2015 13:22:00,11/4/2015 13:27:00,27.99383115,0.005114029,-7.923344262,0.681941608,216.21,20.77685787,-156.8229237,60,25,10,35,1
LAN,201511043,11/4/2015,3,8,20151104308,11/4/2015 13:27:00,11/4/2015 13:32:00,27.97174426,0.017530391,-7.698229508,0.810119894,217.79,20.77861143,-156.8220866,35,27.5,12.5,40,1
LAN,201511043,11/4/2015,3,9,20151104309,11/4/2015 13:32:00,11/4/2015 13:37:00,27.94298033,0.009262135,-8.619885246,0.43365224,218.96,20.78019019,-156.8208872,22.5,27.5,15,42.5,1
LAN,201511043,11/4/2015,3,10,20151104310,11/4/2015 13:37:00,11/4/2015 13:42:00,27.95391,0.008669039,-7.337166667,1.234552661,190.04,20.78166144,-156.8197491,45,15,10,25,1
LAN,201511042,11/4/2015,2,1,20151104201,11/4/2015 11:06:00,11/4/2015 11:11:00,27.80807213,0.026990479,-8.235032787,0.595691992,241.27,20.79114614,-156.811779,70,15,20,35,1
MAI,201511052,11/5/2015,2,10,20151105210,11/5/2015 10:46:00,11/5/2015 10:51:00,26.98764655,0.134197979,-8.824482759,0.239643503,129.3,20.79207378,-156.5864472,15,45,25,70,1
LAN,201511042,11/4/2015,2,2,20151104202,11/4/2015 11:11:00,11/4/2015 11:16:00,27.84831475,0.01114843,-8.346983607,0.805836181,215.81,20.79276648,-156.8104604,60,10,12.5,22.5,1
MAI,201511053,11/5/2015,3,10,20151105310,11/5/2015 12:10:00,11/5/2015 12:15:00,26.84801167,0.087490884,-4.528916667,0.629892829,182.3,20.79301546,-156.5862811,57.5,27.5,20,47.5,1
MAI,201511052,11/5/2015,2,9,20151105209,11/5/2015 10:41:00,11/5/2015 10:46:00,26.96055574,0.152899901,-7.568459016,0.50384481,165.57,20.79303702,-156.5873787,7.5,32.5,20,52.5,1
MAI,201511052,11/5/2015,2,8,20151105208,11/5/2015 10:36:00,11/5/2015 10:41:00,27.28522951,0.034444745,-7.735934426,0.547214612,200.09,20.79408342,-156.5887069,12.5,45,27.5,72.5,1
MAI,201511053,11/5/2015,3,9,20151105309,11/5/2015 12:05:00,11/5/2015 12:10:00,27.19594262,0.171371443,-3.832540984,0.401910787,219.32,20.79417399,-156.5877281,62.5,25,25,50,1
LAN,201511042,11/4/2015,2,3,20151104203,11/4/2015 11:16:00,11/4/2015 11:21:00,27.86200984,0.005239531,-7.971245902,0.622416803,181.3,20.79436252,-156.8096358,72.5,10,10,20,1
MAI,201511052,11/5/2015,2,7,20151105207,11/5/2015 10:31:00,11/5/2015 10:36:00,27.32047705,0.042173671,-8.439901639,0.274554465,207.26,20.79502955,-156.5903043,12.5,32.5,22.5,55,1
MAI,201511053,11/5/2015,3,8,20151105308,11/5/2015 12:00:00,11/5/2015 12:05:00,27.39799508,0.012125497,-3.869901639,0.544006169,246.92,20.7953422,-156.5894289,60,22.5,25,47.5,1
LAN,201511042,11/4/2015,2,4,20151104204,11/4/2015 11:21:00,11/4/2015 11:26:00,27.87768197,0.002806229,-8.563901639,0.728076867,182.87,20.79581399,-156.8088508,77.5,10,12.5,22.5,1
MAI,201511052,11/5/2015,2,6,20151105206,11/5/2015 10:26:00,11/5/2015 10:31:00,27.30297541,0.035939237,-7.975836066,0.507922163,200.16,20.79613377,-156.5918106,20,40,35,75,1
LAN,201511042,11/4/2015,2,5,20151104205,11/4/2015 11:26:00,11/4/2015 11:31:00,27.87702787,0.003801041,-8.644983607,0.581176322,167.27,20.79723412,-156.8081476,57.5,17.5,20,37.5,1
MAI,201511053,11/5/2015,3,7,20151105307,11/5/2015 11:55:00,11/5/2015 12:00:00,27.50596066,0.022775629,-1.466983607,0.598506734,252.67,20.79739005,-156.5905092,67.5,35,17.5,52.5,1
MAI,201511052,11/5/2015,2,5,20151105205,11/5/2015 10:21:00,11/5/2015 10:26:00,27.35730984,0.015417062,-6.581344262,0.361528852,249,20.7978396,-156.5929568,12.5,37.5,25,62.5,1
LAN,201511042,11/4/2015,2,6,20151104206,11/4/2015 11:31:00,11/4/2015 11:36:00,27.8652623,0.005282578,-8.188278689,0.74230651,190.94,20.79873287,-156.8076631,50,7.5,12.5,20,1
MAI,201511053,11/5/2015,3,6,20151105306,11/5/2015 11:50:00,11/5/2015 11:55:00,27.49100328,0.013166935,-2.865393443,0.623802756,253.22,20.79874033,-156.5923753,45,27.5,20,47.5,1
MAI,201511052,11/5/2015,2,4,20151105204,11/5/2015 10:16:00,11/5/2015 10:21:00,27.36884918,0.018869088,-6.868868852,0.28828205,254.58,20.79936905,-156.5947256,30,45,30,75,1
MAI,201511053,11/5/2015,3,5,20151105305,11/5/2015 11:45:00,11/5/2015 11:50:00,27.48848689,0.009935538,-3.477557377,0.365065569,229.38,20.80005827,-156.5941816,50,27.5,22.5,50,1
LAN,201511042,11/4/2015,2,7,20151104207,11/4/2015 11:36:00,11/4/2015 11:41:00,27.8654459,0.010737457,-8.135639344,0.814678696,214.85,20.80035263,-156.8067994,62.5,12.5,10,22.5,1
MAI,201511052,11/5/2015,2,3,20151105203,11/5/2015 10:11:00,11/5/2015 10:16:00,27.37101311,0.030436408,-7.215622951,0.503453847,277.2,20.80073609,-156.5968112,37.5,50,20,70,1
MAI,201511053,11/5/2015,3,4,20151105304,11/5/2015 11:40:00,11/5/2015 11:45:00,27.45752131,0.02187896,-4.605295082,0.762411346,216.05,20.80116105,-156.59595,62.5,27.5,25,52.5,1
MAI,201511051,11/5/2015,1,6,20151105106,11/5/2015 9:12:00,11/5/2015 9:17:00,27.56939016,0.001551594,-8.345065574,0.385664463,250.26,20.80167151,-156.6159322,72.5,30,10,40,1
MAI,201511052,11/5/2015,2,2,20151105202,11/5/2015 10:06:00,11/5/2015 10:11:00,27.38019016,0.026779982,-7.295032787,0.481187022,262.61,20.80185584,-156.5991188,5.1,27.5,50,77.5,1
LAN,201511042,11/4/2015,2,8,20151104208,11/4/2015 11:41:00,11/4/2015 11:46:00,27.85031639,0.017395281,-8.456557377,1.190815474,212.54,20.80198236,-156.8058072,72.5,10,5,15,1
MAI,201511053,11/5/2015,3,3,20151105303,11/5/2015 11:35:00,11/5/2015 11:40:00,27.47660984,0.024460163,-4.432901639,0.773305736,230.51,20.80201136,-156.5978532,67.5,27.5,25,52.5,1
MAI,201511051,11/5/2015,1,5,20151105105,11/5/2015 9:07:00,11/5/2015 9:12:00,27.54856721,0.007885964,-9.034245902,1.566741912,245.15,20.80207324,-156.6182311,75,25,10,35,1
MAI,201511051,11/5/2015,1,7,20151105107,11/5/2015 9:17:00,11/5/2015 9:22:00,27.56373279,0.0043938,-9.004737705,0.963142805,258.53,20.80241226,-156.6137225,62.5,25,12.5,37.5,1
MAI,201511054,11/5/2015,4,3,20151105403,11/5/2015 13:27:00,11/5/2015 13:32:00,27.59290492,0.028702004,-5.202213115,1.273159026,200.84,20.80259062,-156.6183726,30,42.5,22.5,65,1
MAI,201511051,11/5/2015,1,8,20151105108,11/5/2015 9:22:00,11/5/2015 9:27:00,27.5411623,0.008946602,-9.169786885,0.528446629,286.22,20.80295826,-156.6112765,62.5,25,15,40,1
MAI,201511053,11/5/2015,3,2,20151105302,11/5/2015 11:30:00,11/5/2015 11:35:00,27.4982541,0.021516647,-3.359377049,0.66503263,238.2,20.80298887,-156.5997932,65,25,17.5,42.5,1
MAI,201511051,11/5/2015,1,4,20151105104,11/5/2015 9:02:00,11/5/2015 9:07:00,27.36790492,0.159273112,-6.968213115,1.507260919,247.34,20.80307365,-156.6199406,70,20,12.5,32.5,1
MAI,201511054,11/5/2015,4,4,20151105404,11/5/2015 13:32:00,11/5/2015 13:37:00,27.56633279,0.011886853,-4.506606557,0.65209826,225.66,20.803207,-156.6166627,27.5,45,15,60,1
MAI,201511052,11/5/2015,2,1,20151105201,11/5/2015 10:01:00,11/5/2015 10:06:00,27.38954754,0.024734496,-6.585967213,0.768179516,256.97,20.80327821,-156.6011355,25,35,17.5,52.5,1
MAI,201511054,11/5/2015,4,2,20151105402,11/5/2015 13:22:00,11/5/2015 13:27:00,27.56110984,0.082588656,-3.085934426,0.487435204,231.04,20.80376629,-156.6196479,35,30,35,65,1
MAI,201511054,11/5/2015,4,5,20151105405,11/5/2015 13:37:00,11/5/2015 13:42:00,27.54566557,0.009512647,-5.086688525,0.513429087,214.34,20.80384653,-156.6146736,20,40,25,65,1
MAI,201511053,11/5/2015,3,1,20151105301,11/5/2015 11:25:00,11/5/2015 11:30:00,27.45151967,0.045592773,-4.581377049,0.746712624,239.05,20.80400116,-156.6016409,75,30,20,50,1
MAI,201511051,11/5/2015,1,3,20151105103,11/5/2015 8:57:00,11/5/2015 9:02:00,27.09428689,0.122487305,-8.173737705,0.869497083,222.22,20.80422689,-156.6218276,55,30,20,50,1
MAI,201511051,11/5/2015,1,9,20151105109,11/5/2015 9:27:00,11/5/2015 9:32:00,27.5067918,0.006589343,-9.631967213,0.891630482,259.97,20.80430304,-156.6091166,62.5,30,17.5,47.5,1
MAI,201511054,11/5/2015,4,6,20151105406,11/5/2015 13:42:00,11/5/2015 13:47:00,27.52191475,0.023983203,-4.692245902,0.441803556,199.9,20.80456681,-156.6131975,17.5,35,20,55,1
MAI,201511051,11/5/2015,1,10,20151105110,11/5/2015 9:32:00,11/5/2015 9:37:00,27.49000167,0.015619299,-8.479383333,0.990860823,253.89,20.80464296,-156.6067865,60,30,20,50,1
MAI,201511054,11/5/2015,4,1,20151105401,11/5/2015 13:17:00,11/5/2015 13:22:00,27.54414754,0.09035704,-3.41295082,0.368325116,230.81,20.80499469,-156.6213643,35,40,37.5,77.5,1
MAI,201511054,11/5/2015,4,7,20151105407,11/5/2015 13:47:00,11/5/2015 13:52:00,27.49766066,0.008292072,-5.094770492,0.822240549,204.49,20.80522263,-156.6116846,25,25,22.5,47.5,1
MAI,201511054,11/5/2015,4,8,20151105408,11/5/2015 13:52:00,11/5/2015 13:57:00,27.50524918,0.006287005,-4.987918033,0.582817416,203.43,20.80544445,-156.6099339,17.5,35,30,65,1
LAN,201511042,11/4/2015,2,10,20151104210,11/4/2015 11:51:00,11/4/2015 11:56:00,27.88125,0.00681661,-6.99475,0.516096523,194.12,20.80548434,-156.8044387,60,10,4,14,1
MAI,201511051,11/5/2015,1,2,20151105102,11/5/2015 8:52:00,11/5/2015 8:57:00,27.47314754,0.113332529,-8.257770492,0.334540271,240.73,20.80568458,-156.623292,47.5,32.5,22.5,55,1
MAI,201511054,11/5/2015,4,10,20151105410,11/5/2015 14:02:00,11/5/2015 14:07:00,27.48177,0.025984658,-3.543583333,0.479957126,250.09,20.80584553,-156.6054328,50,45,25,70,1
